,student_id,name,age,gender,score,phone,city,email,date_of_join,course,attendance,status,gpa,remarks,money_spent,event_time,address_raw,hobbies,skills_python,skills_excel,skills_sql,skills_soft,family_siblings,family_income_father,family_income_mother,devices_laptop_brand,devices_laptop_year,devices_phone_brand,devices_phone_year,addr_city,addr_district,addr_postal
208,209,Margaret Peters,19.0,female,90.0,+1-790-556-3076,Lake Jenniferville,melissajohnston@gmail.com,2013-09-23 09:00:00,data science,100,inactive,3.7,excellent,239.0,1979-10-30 00:00:00,UZ 100583 Tashkent Robertmouth,,,,,,,,,,,,,Tashkent,Robertmouth,100583
209,210,,,male,90.0,+1-917-265-1917,New Christopher,,2022-04-12 21:36:00,python,110,inactive,,average,184.0,2010-12-22 04:56:00,"Meaganchester 4-kv, dom 34, Tashkent","sound, respond",5.0,5.0,5.0,"author, join",3.0,667.0,864.0,Dell,2024.0,Apple,2019.0,Tashkent,Meaganchester,
210,211,Thomas Spence,20.0,,,,Baileymouth,,2011-09-27 21:52:14,python,106,inactive,0.0,good,257.0,2008-01-27 00:00:00,"8175 Davis Mountains, Lake James","seven, real",,,,,,,,,,,,Lake James,,
211,212,Ashley Fuller,21.0,male,70.0,+1-079-229-5034,Timothyborough,,2023-07-08 23:11:13,python,110,active,0.0,excellent,54.0,2021-01-10 04:22:02,"Apartment 38, Rachelport district, Tashkent, UZ, 100706","baby, age",2.0,2.0,2.0,"after, production",3.0,763.0,642.0,Lenovo,2022.0,Apple,2018.0,Tashkent,Rachelport,100706
212,213,Megan Lambert,18.0,male,75.0,+1-355-954-5695,New Michael,,2022-11-28 22:39:46,python,111,pending,2.0,,151.0,2018-07-17 00:00:00,"Apartment 27, New Brianshire district, Tashkent, UZ, 100123","avoid, action",2.0,5.0,4.0,"today, interesting",0.0,221.0,973.0,HP,2019.0,Apple,2019.0,Tashkent,New Brianshire,100123
213,214,Nancy Zimmerman,22.0,male,90.0,,Matthewburgh,,2008-10-03 00:00:00,data science,110,active,2.0,,166.0,1985-09-02 00:00:00,UZ 100413 Tashkent Perryhaven,"force, half",4.0,4.0,5.0,"arrive, total",5.0,551.0,642.0,HP,2015.0,Xiaomi,2019.0,Tashkent,Perryhaven,100413
214,215,Joshua Miller,20.0,female,,,Port Cynthiashire,,1977-05-17 01:23:29,data science,110,inactive,0.0,average,182.0,2002-10-07 17:41:44,"3347 Huff Flats Suite 397, South Juliantown","employee, road",,,,,,,,,,,,South Juliantown,,
215,216,,20.0,male,82.0,,New Austinhaven,evansdaniel@hotmail.com,2018-08-06 08:30:00,python,60,pending,0.0,excellent,242.0,2003-10-18 17:09:00,"31066 Alejandro Terrace Apt. 105, Faithhaven","bar, offer",2.0,4.0,3.0,"morning, coach",5.0,653.0,949.0,HP,2018.0,Samsung,2021.0,Faithhaven,,
216,217,,21.0,female,73.0,,Jarvisview,kylerichardson@dyer.com,1985-01-31 17:46:59,data science,83,inactive,4.5,,162.0,2022-12-05 12:41:59,UZ 100852 Tashkent Lake Samantha,"everybody, there",2.0,2.0,1.0,"fear, sell",2.0,1291.0,814.0,HP,2023.0,Apple,2019.0,Tashkent,Lake Samantha,100852
217,218,,19.0,female,,+1-468-427-7504,Jonathanton,,1990-06-20 07:38:18,python,110,pending,,excellent,133.0,2014-03-11 00:21:00,"Apartment 27, West Pamelafurt district, Tashkent, UZ, 100776",,,,,,,,,,,,,Tashkent,West Pamelafurt,100776
218,219,John Crosby,20.0,female,90.0,,Lake Micheleside,moorebrooke@gmail.com,1994-03-16 00:00:00,data science,100,inactive,4.5,good,169.0,1979-11-20 20:58:00,"Apartment 47, South Joshuabury district, Tashkent, UZ, 100368","theory, go",5.0,2.0,5.0,"study, share",2.0,579.0,254.0,HP,2023.0,Apple,2022.0,Tashkent,South Joshuabury,100368
219,220,Lance Jackson,22.0,male,81.0,,Caitlinville,,2004-02-02 19:24:00,data science,80,pending,2.0,excellent,127.0,1980-06-02 00:00:00,"BROKEN,ADDRESS,DATA,,,","source, laugh",2.0,3.0,5.0,"region, officer",2.0,616.0,983.0,Lenovo,2016.0,Xiaomi,2018.0,,,
220,221,Karen Smith,,female,85.0,,Sarahview,,1998-06-02 00:00:00,python,100,pending,3.11,excellent,141.0,2023-01-24 03:23:46,UZ 100054 Tashkent Munozshire,"approach, one",,,,,,,,,,,,Tashkent,Munozshire,100054
221,222,Mr. Aaron Murphy,22.0,female,73.0,,North Scottmouth,pagekristina@whitney.biz,1982-05-12 00:00:00,python,66,inactive,,excellent,106.0,2023-07-12 00:00:00,"Apartment 27, South Lauren district, Tashkent, UZ, 100652",,,,,,,,,,,,,Tashkent,South Lauren,100652
222,223,Juan Bailey,20.0,,77.0,,North Joshuachester,linda09@harper.net,,data science,85,active,3.7,,251.0,1974-01-21 00:00:00,"New Jason 27-kv, dom 49, Tashkent","open, full",5.0,3.0,1.0,"suddenly, opportunity",0.0,671.0,230.0,HP,2015.0,Xiaomi,2022.0,Tashkent,New,
223,224,Randy Diaz,20.0,female,,,Butlerhaven,,1992-01-03 00:00:00,data science,110,pending,4.5,excellent,77.0,2008-12-04 12:38:00,"388 Jonathan Tunnel, Claytontown","bar, improve",3.0,4.0,3.0,"point, foot",3.0,1469.0,306.0,Lenovo,2015.0,Xiaomi,2020.0,Claytontown,,
224,225,,18.0,female,,,Daltonmouth,ismith@yahoo.com,2018-03-16 00:00:00,python,110,pending,,excellent,148.0,2005-08-24 00:00:00,"1104 Sanchez Locks Apt. 466, Jonesberg","several, discuss",,,,,,,,,,,,Jonesberg,,
225,226,Brett Newman,20.0,female,73.0,,Port Michelle,pbrown@huffman.com,2023-04-25 06:52:07,data science,110,active,4.5,average,251.0,1986-01-05 00:00:00,UZ 100469 Tashkent Samanthaborough,"listen, population",,,,,,,,,,,,Tashkent,Samanthaborough,100469
226,227,Stacie Hawkins,18.0,,84.0,,Gregoryfurt,sarah04@davis.com,2023-11-02 02:28:03,data science,79,pending,3.7,excellent,292.0,2011-12-25 00:00:00,"BROKEN,ADDRESS,DATA,,,","he, go",5.0,2.0,2.0,"a, physical",2.0,563.0,739.0,Lenovo,2015.0,Xiaomi,2024.0,,,
227,228,Ann Patterson,,female,90.0,,East Kristopherbury,,2013-12-10 04:01:20,data science,100,pending,4.5,average,95.0,1992-04-30 00:00:00,UZ 100020 Tashkent New Danaburgh,"simply, someone",,,,,,,,,,,,Tashkent,New Danaburgh,100020
228,229,,21.0,male,90.0,+1-835-539-0341,New Michele,,2008-05-20 02:19:39,python,110,inactive,,good,259.0,1996-06-08 00:00:00,"Apartment 1, Webbburgh district, Tashkent, UZ, 100201","chance, later",5.0,3.0,2.0,"dream, summer",1.0,975.0,1317.0,HP,2019.0,Samsung,2018.0,Tashkent,Webbburgh,100201
229,230,Cesar Carr,19.0,,70.0,,Port Alvin,gthomas@yahoo.com,2022-01-08 06:25:49,python,110,inactive,3.7,excellent,97.0,,"BROKEN,ADDRESS,DATA,,,","goal, green",2.0,5.0,1.0,"democratic, themselves",5.0,296.0,1311.0,Dell,2015.0,Samsung,2018.0,,,
230,231,,22.0,,90.0,,Espinozamouth,ewilliams@turner-rhodes.org,1995-08-18 00:00:00,python,100,inactive,,excellent,70.0,,"685 Tiffany Island Apt. 341, Adamhaven","plan, write",,,,,,,,,,,,Adamhaven,,
231,232,,21.0,,90.0,+1-947-543-3841,Crystalmouth,,2024-12-12 01:37:12,data science,110,inactive,1.22,excellent,226.0,1982-03-18 22:20:00,"7335 Alex Parks Apt. 827, Gordontown","television, guess",1.0,4.0,4.0,"even, career",5.0,1142.0,1384.0,Dell,2015.0,Xiaomi,2022.0,Gordontown,,
232,233,Shannon Floyd,18.0,female,90.0,+1-462-427-5971,South Heather,ytran@knapp.org,2014-02-28 00:00:00,ds,110,inactive,,excellent,287.0,2001-06-14 22:43:00,"Port Bradleyfurt 3-kv, dom 15, Tashkent","parent, might",2.0,4.0,4.0,"part, size",2.0,759.0,1025.0,Lenovo,2021.0,Xiaomi,2019.0,Tashkent,Port,
233,234,Kenneth Frye,19.0,male,90.0,,North Juanborough,sydney04@keith-roberson.net,2021-01-27 00:00:00,data science,110,pending,1.08,excellent,141.0,2019-12-02 00:00:00,"BROKEN,ADDRESS,DATA,,,","nothing, senior",5.0,5.0,3.0,"area, standard",2.0,1191.0,1458.0,Dell,2021.0,Samsung,2023.0,,,
234,235,,21.0,female,90.0,+1-788-244-1970,North Tracy,patriciajones@hancock.com,,data science,110,active,,excellent,72.0,,"BROKEN,ADDRESS,DATA,,,","member, road",,,,,,,,,,,,,,
235,236,,,male,,,Melindaport,wyatt10@gmail.com,1991-10-25 21:50:00,data science,100,pending,3.7,good,154.0,,"2195 Hamilton Turnpike Apt. 662, Gutierrezchester","society, kitchen",1.0,1.0,1.0,"trouble, perform",3.0,1255.0,1029.0,HP,2020.0,Xiaomi,2022.0,Gutierrezchester,,
236,237,Leonard Reyes,19.0,,64.0,,South Lorrainetown,,1995-10-08 00:00:00,data science,110,active,,,277.0,1993-04-08 00:00:00,"BROKEN,ADDRESS,DATA,,,","sense, create",4.0,5.0,2.0,"talk, phone",3.0,1314.0,816.0,Lenovo,2020.0,Apple,2018.0,,,
237,238,,21.0,male,90.0,,Lake Ryanhaven,,1997-05-18 03:49:00,data science,110,inactive,3.7,excellent,123.0,1977-12-20 00:00:00,"Apartment 4, Riddleshire district, Tashkent, UZ, 100048","hundred, music",1.0,3.0,1.0,"live, garden",3.0,490.0,1088.0,HP,2015.0,Samsung,2019.0,Tashkent,Riddleshire,100048
238,239,Daniel King,,female,,+1-201-451-8492,Russellmouth,bburns@yahoo.com,2022-03-30 16:59:53,python,100,inactive,0.0,excellent,174.0,1981-10-05 00:00:00,"BROKEN,ADDRESS,DATA,,,","cold, deep",4.0,3.0,5.0,"term, light",1.0,1398.0,576.0,HP,2015.0,Apple,2023.0,,,
239,240,Claire Smith,20.0,,62.0,,Leebury,ronald78@hotmail.com,2003-10-17 10:01:07,data science,110,active,0.0,,250.0,2009-12-28 21:57:36,"BROKEN,ADDRESS,DATA,,,","close, ground",4.0,1.0,1.0,"life, only",4.0,1231.0,1351.0,Lenovo,2021.0,Xiaomi,2019.0,,,
240,241,David Grimes,20.0,male,65.0,+1-382-474-5618,East Nancymouth,ckoch@gmail.com,2021-01-27 02:43:16,ds,110,active,3.11,good,120.0,2023-03-29 02:45:11,"Apartment 24, East Pamelafurt district, Tashkent, UZ, 100917","mean, that",5.0,3.0,4.0,"though, less",2.0,1115.0,1223.0,Dell,2021.0,Xiaomi,2020.0,Tashkent,East Pamelafurt,100917
241,242,,19.0,female,76.0,+1-132-243-9130,Port Lauren,,2023-05-18 00:04:33,data science,104,inactive,0.0,good,162.0,1993-03-10 00:00:00,"BROKEN,ADDRESS,DATA,,,","evidence, tonight",1.0,5.0,1.0,"dream, each",2.0,1337.0,794.0,HP,2020.0,Xiaomi,2018.0,,,
242,243,Barbara Richardson,22.0,,,+1-724-823-3305,North James,,,ds,100,pending,,excellent,106.0,1982-10-15 06:48:59,"Apartment 38, Lake Amychester district, Tashkent, UZ, 100854","its, join",1.0,4.0,4.0,"among, list",0.0,833.0,904.0,Lenovo,2020.0,Samsung,2018.0,Tashkent,Lake Amychester,100854
243,244,,18.0,female,90.0,,Kevinland,,2020-11-26 13:53:26,data science,100,inactive,3.7,good,299.0,2019-12-05 10:39:00,"55355 Lucero Manors Suite 542, East Michaelhaven","moment, always",5.0,3.0,2.0,"do, question",0.0,667.0,969.0,HP,2024.0,Apple,2021.0,East Michaelhaven,,
244,245,Linda Castro,19.0,female,90.0,+1-149-124-0868,North Amanda,wendyhoffman@hotmail.com,2023-02-20 06:33:38,data science,84,pending,0.0,,231.0,1997-09-30 06:56:34,"Apartment 35, West Ericborough district, Tashkent, UZ, 100678","least, environment",3.0,2.0,4.0,"course, hear",0.0,1496.0,514.0,Lenovo,2020.0,Samsung,2019.0,Tashkent,West Ericborough,100678
245,246,,20.0,,73.0,,Lisatown,,2007-11-13 00:00:00,data science,93,inactive,,average,179.0,2020-10-19 15:53:33,"Johntown 7-kv, dom 50, Tashkent","final, young",4.0,2.0,1.0,"show, matter",5.0,220.0,1384.0,Lenovo,2017.0,Samsung,2021.0,Tashkent,Johntown,
246,247,,21.0,,57.0,,West Margaret,,2022-10-03 06:44:25,data science,107,pending,,excellent,195.0,1982-10-12 00:00:00,"Allisonfurt 7-kv, dom 13, Tashkent","book, wind",5.0,4.0,3.0,"natural, general",5.0,1218.0,434.0,HP,2019.0,Samsung,2018.0,Tashkent,Allisonfurt,
247,248,Eddie Ross,22.0,female,90.0,+1-984-804-9442,Hallburgh,,,python,110,inactive,,excellent,70.0,,"Joseborough 23-kv, dom 30, Tashkent","threat, usually",5.0,5.0,4.0,"offer, grow",0.0,965.0,1315.0,Lenovo,2020.0,Samsung,2024.0,Tashkent,Joseborough,
248,249,Timothy Mcdonald,22.0,,,+1-876-918-6415,East Ashleyland,david26@hotmail.com,1985-06-09 18:30:20,data science,110,active,2.62,excellent,74.0,,"East Taylor 8-kv, dom 23, Tashkent",,,,,,,,,,,,,Tashkent,East,
249,250,Cassie Roberts,18.0,male,,,South Stanley,lgarcia@hotmail.com,2024-09-14 00:00:00,python,100,pending,2.0,excellent,100.0,,UZ 100410 Tashkent Adkinsborough,,,,,,,,,,,,,Tashkent,Adkinsborough,100410
250,251,,21.0,,,,Gutierrezport,amy79@yahoo.com,1970-11-12 20:17:17,python,68,active,3.7,,193.0,2010-10-17 00:00:00,"87498 Haynes Wall Suite 838, South Rachel","about, ball",4.0,2.0,4.0,"strategy, country",0.0,760.0,239.0,Lenovo,2017.0,Apple,2021.0,South Rachel,,
252,253,Jeffrey White,21.0,female,90.0,,Moraport,,2014-01-23 13:27:35,data science,82,inactive,3.7,excellent,233.0,1970-12-03 00:00:00,"BROKEN,ADDRESS,DATA,,,","follow, job",4.0,3.0,3.0,"international, this",2.0,1229.0,429.0,Lenovo,2020.0,Apple,2019.0,,,
253,254,William Washington,,,90.0,,West Alison,nicholashoward@arellano-hart.com,2021-03-18 14:19:31,data science,118,inactive,3.02,excellent,75.0,,"Andersonland 15-kv, dom 10, Tashkent","read, leg",3.0,1.0,1.0,"run, sister",3.0,952.0,643.0,HP,2020.0,Apple,2024.0,Tashkent,Andersonland,
254,255,,22.0,female,99.0,,Amandabury,hlove@gmail.com,2020-11-10 09:09:22,data science,100,pending,0.0,average,156.0,2020-10-26 12:05:26,"BROKEN,ADDRESS,DATA,,,",,,,,,,,,,,,,,,
255,256,Ann Burns,22.0,,100.0,,Lake Ashley,,2006-05-27 00:00:00,python,110,active,3.7,excellent,227.0,2019-08-14 00:00:00,"BROKEN,ADDRESS,DATA,,,","about, city",2.0,4.0,1.0,"that, walk",3.0,282.0,1017.0,Lenovo,2016.0,Xiaomi,2018.0,,,
256,257,,20.0,female,77.0,+1-287-328-8674,North Chelseaview,,1984-07-07 22:59:00,python,100,inactive,1.27,average,181.0,1984-02-20 00:00:00,"Apartment 27, New Mark district, Tashkent, UZ, 100999","probably, place",,,,,,,,,,,,Tashkent,New Mark,100999
257,258,Mrs. Dana Cole,,female,,,Andersonville,,2022-05-24 00:00:00,data science,110,active,,average,126.0,,"Johnview 8-kv, dom 27, Tashkent","me, sister",2.0,1.0,5.0,"yes, available",4.0,340.0,633.0,HP,2021.0,Samsung,2022.0,Tashkent,Johnview,
258,259,Dean Lozano,20.0,female,,,Brandonfurt,,1974-11-27 05:57:07,python,100,pending,,good,216.0,1972-03-07 06:41:17,"BROKEN,ADDRESS,DATA,,,","this, trouble",2.0,2.0,3.0,"face, response",5.0,1300.0,1048.0,HP,2019.0,Apple,2020.0,,,
259,260,Tyler Mueller,20.0,female,61.0,,Port Jeffreyside,,2021-02-05 09:47:55,data science,100,inactive,,excellent,124.0,1995-04-08 00:00:00,"Apartment 43, Sarahstad district, Tashkent, UZ, 100781",,,,,,,,,,,,,Tashkent,Sarahstad,100781
260,261,Charles Smith,20.0,,89.0,,Lake Josephtown,xthomas@lambert-collins.com,1984-12-16 11:44:14,data science,86,inactive,,average,152.0,2002-01-01 00:00:00,UZ 100304 Tashkent Jonesfurt,"anyone, bed",1.0,3.0,4.0,"would, after",2.0,518.0,607.0,HP,2015.0,Samsung,2020.0,Tashkent,Jonesfurt,100304
261,262,Michele Johnson,18.0,female,76.0,+1-370-768-5363,Hillchester,,2023-06-08 21:49:21,data science,97,active,,good,194.0,1989-07-12 03:27:46,"North Alicia 20-kv, dom 35, Tashkent","firm, everybody",4.0,3.0,3.0,"say, do",1.0,1464.0,1493.0,HP,2017.0,Xiaomi,2024.0,Tashkent,North,
262,263,,21.0,female,65.0,+1-642-192-1575,Kellyborough,zjohnson@miller-weaver.net,2002-08-30 15:04:12,data science,110,inactive,,average,220.0,1995-09-08 00:00:00,"BROKEN,ADDRESS,DATA,,,","third, prepare",4.0,4.0,3.0,"successful, product",2.0,913.0,1267.0,HP,2019.0,Samsung,2024.0,,,
263,264,James Griffin,,female,90.0,,West Marieland,kevinboyd@foster-nichols.com,,data science,92,active,4.46,,219.0,2018-01-14 08:03:10,"Apartment 29, North Tyroneville district, Tashkent, UZ, 100883","green, box",2.0,1.0,2.0,"society, next",3.0,1161.0,228.0,HP,2024.0,Samsung,2024.0,Tashkent,North Tyroneville,100883
264,265,Justin Arnold,18.0,female,81.0,,West Victoriastad,hollyhuffman@morales-kim.biz,1972-03-11 00:00:00,python,100,inactive,,excellent,92.0,,UZ 100588 Tashkent West Elizabeth,"maintain, hard",1.0,1.0,2.0,"common, resource",3.0,422.0,1398.0,Lenovo,2016.0,Xiaomi,2022.0,Tashkent,West Elizabeth,100588
265,266,,19.0,female,90.0,,Jamesburgh,,1999-03-19 00:00:00,data science,100,pending,,average,195.0,2017-02-10 08:53:00,"Apartment 17, North Raymond district, Tashkent, UZ, 100376","guy, test",3.0,4.0,5.0,"trade, least",5.0,1310.0,604.0,Dell,2015.0,Xiaomi,2023.0,Tashkent,North Raymond,100376
266,267,,21.0,male,90.0,,Josephbury,marcus14@thomas-wong.biz,2023-06-26 19:20:47,ds,114,active,2.0,excellent,203.0,2018-03-23 00:00:00,"63287 Donna Walk, Savageborough","week, group",2.0,3.0,5.0,"form, mean",3.0,335.0,1183.0,Lenovo,2022.0,Apple,2019.0,Savageborough,,
267,268,Adam Bowman,20.0,female,90.0,,North Brentport,,2020-10-31 14:05:24,python,84,inactive,,average,239.0,2023-02-16 17:15:43,"Apartment 20, Lake Stacy district, Tashkent, UZ, 100919","after, treatment",,,,,,,,,,,,Tashkent,Lake Stacy,100919
268,269,,19.0,female,,+1-485-944-9082,Lake Amberstad,,2023-11-03 06:30:07,data science,104,inactive,2.0,,128.0,2022-12-10 16:21:33,"42654 Obrien Stream Apt. 484, North Ianberg","why, up",1.0,3.0,4.0,"several, consider",5.0,280.0,1029.0,Lenovo,2016.0,Samsung,2022.0,North Ianberg,,
269,270,,,,96.0,,Patrickhaven,nelsonanna@hotmail.com,2021-09-08 06:19:22,data science,100,active,2.0,average,216.0,1986-04-14 20:33:44,"0553 Joseph Crest, Port Stephenchester","watch, step",1.0,3.0,2.0,"idea, cut",2.0,618.0,407.0,Dell,2015.0,Samsung,2020.0,Port Stephenchester,,
270,271,,,female,,,Rachelstad,troy76@yahoo.com,,python,100,active,4.5,excellent,227.0,1988-04-19 11:33:00,UZ 100416 Tashkent Lake John,"word, move",2.0,5.0,2.0,"coach, decision",4.0,1043.0,1206.0,Dell,2015.0,Xiaomi,2023.0,Tashkent,Lake John,100416
271,272,,20.0,female,73.0,+1-140-799-2436,Davidside,pricesamuel@young.com,2010-08-23 18:40:24,data science,109,inactive,,good,234.0,2009-02-28 00:00:00,"Apartment 20, Rileyside district, Tashkent, UZ, 100580","anything, hospital",3.0,1.0,1.0,"age, police",5.0,586.0,1160.0,HP,2024.0,Apple,2018.0,Tashkent,Rileyside,100580
272,273,,,,90.0,,Rayfurt,,1982-01-08 00:00:00,data science,93,inactive,3.51,average,214.0,2023-03-27 12:29:50,"2917 Connie Motorway, West Jamie","top, air",,,,,,,,,,,,West Jamie,,
273,274,April Sharp,20.0,male,79.0,+1-132-149-7176,Guzmanbury,allison39@hotmail.com,2007-01-26 08:08:12,data science,110,active,4.24,average,127.0,1977-10-29 00:00:00,"BROKEN,ADDRESS,DATA,,,","candidate, station",,,,,,,,,,,,,,
274,275,Jessica Leon,20.0,female,78.0,+1-712-921-9367,West Toddside,,1973-01-13 00:00:00,data science,110,inactive,1.35,average,85.0,1971-12-26 00:00:00,"BROKEN,ADDRESS,DATA,,,","group, great",1.0,2.0,1.0,"may, suddenly",3.0,850.0,388.0,Dell,2019.0,Xiaomi,2024.0,,,
275,276,Christopher Cruz,20.0,female,77.0,,Obrienshire,,2022-05-02 23:19:02,data science,100,active,2.66,excellent,135.0,1987-05-27 00:00:00,UZ 100679 Tashkent Maryport,"television, serve",5.0,2.0,5.0,"find, kind",2.0,612.0,1374.0,HP,2019.0,Samsung,2018.0,Tashkent,Maryport,100679
276,277,Hunter Smith,19.0,male,,,Robinsonton,,2007-04-03 20:56:59,python,102,active,0.0,excellent,299.0,1974-06-11 00:00:00,"Apartment 8, Ashleyborough district, Tashkent, UZ, 100060","those, partner",5.0,4.0,4.0,"which, actually",3.0,1415.0,828.0,HP,2016.0,Apple,2018.0,Tashkent,Ashleyborough,100060
277,278,Tracy Martin,21.0,,86.0,,Lake Hunter,,2001-12-01 18:40:00,data science,110,inactive,0.0,excellent,100.0,1971-04-21 00:00:00,"4741 Phillips Course Apt. 019, Lake Theresafurt","from, different",,,,,,,,,,,,Lake Theresafurt,,
278,279,Erica Myers,18.0,,85.0,,West Olivia,,,data science,100,inactive,2.0,,140.0,,"BROKEN,ADDRESS,DATA,,,","support, support",3.0,5.0,5.0,"end, collection",0.0,1095.0,1133.0,Dell,2024.0,Apple,2020.0,,,
279,280,Audrey Moran,,,88.0,,West Shawnabury,,,ds,110,pending,2.0,good,218.0,1975-12-08 00:00:00,"BROKEN,ADDRESS,DATA,,,","exist, politics",3.0,1.0,3.0,"conference, commercial",4.0,1499.0,861.0,Lenovo,2022.0,Samsung,2024.0,,,
280,281,,18.0,female,94.0,,Brittneyburgh,dgreen@henry-marshall.com,2023-03-23 18:03:51,data science,72,pending,1.52,excellent,69.0,1992-08-16 19:39:00,"BROKEN,ADDRESS,DATA,,,",,,,,,,,,,,,,,,
281,282,,20.0,female,90.0,,Marciastad,,2023-05-11 19:10:41,data science,110,active,4.5,excellent,148.0,2014-09-06 00:00:00,"BROKEN,ADDRESS,DATA,,,","none, third",,,,,,,,,,,,,,
282,283,William Torres,21.0,female,,+1-562-270-5245,Suzanneland,khantricia@swanson.com,1977-12-04 00:00:00,data science,110,pending,2.0,,53.0,1993-12-20 16:18:00,"978 Allison Loop Apt. 882, Whitemouth","specific, me",3.0,2.0,4.0,"hand, room",5.0,709.0,1412.0,HP,2023.0,Apple,2019.0,Whitemouth,,
283,284,Vicki Morales,21.0,female,,,North Jacqueline,harveydaniel@grimes.com,2014-08-11 06:04:00,data science,100,inactive,4.5,excellent,216.0,2007-05-22 00:00:00,"BROKEN,ADDRESS,DATA,,,",,,,,,,,,,,,,,,
284,285,Laura Bates,21.0,female,86.0,,Michaelfurt,,2023-10-17 18:20:34,data science,100,active,,good,85.0,1986-05-17 19:24:00,"South David 8-kv, dom 24, Tashkent",,,,,,,,,,,,,Tashkent,South,
285,286,Vincent Huffman,20.0,female,83.0,,Lake Robin,,,data science,110,active,2.15,excellent,218.0,1992-12-30 00:00:00,UZ 100578 Tashkent New Davidmouth,,,,,,,,,,,,,Tashkent,New Davidmouth,100578
286,287,Jeffrey Lowe,19.0,female,90.0,+1-619-096-5066,North Erikbury,qparker@hotmail.com,1983-12-25 05:25:00,data science,100,inactive,3.91,,212.0,,"Curryhaven 5-kv, dom 5, Tashkent","candidate, rate",5.0,4.0,1.0,"information, available",3.0,567.0,233.0,Dell,2020.0,Apple,2021.0,Tashkent,Curryhaven,
287,288,Hannah Roberts,20.0,male,90.0,+1-990-984-2557,West Virginia,wrightalexis@lopez.biz,1970-02-27 00:00:00,python,110,pending,2.0,excellent,58.0,2020-11-12 04:44:50,"86909 Nguyen Views, Hernandezchester",,,,,,,,,,,,,Hernandezchester,,
288,289,Joshua Guerrero,19.0,,,,Watersberg,,2007-03-04 00:00:00,data science,110,inactive,,excellent,261.0,2020-10-16 10:39:21,UZ 100382 Tashkent Morenoview,,,,,,,,,,,,,Tashkent,Morenoview,100382
289,290,,18.0,female,,,West Richardbury,,1972-02-16 11:00:00,ds,115,pending,0.0,good,283.0,2022-07-30 14:22:02,"96315 Annette Rest, Port Charlesport","nation, right",4.0,5.0,2.0,"artist, process",3.0,1367.0,1013.0,Dell,2022.0,Samsung,2022.0,Port Charlesport,,
290,291,Dennis Bishop,20.0,female,,,South Sandra,,2022-11-14 16:48:13,data science,110,active,0.0,,237.0,,"Apartment 35, Huffburgh district, Tashkent, UZ, 100573","various, value",3.0,1.0,3.0,"myself, seven",5.0,906.0,1438.0,HP,2022.0,Xiaomi,2020.0,Tashkent,Huffburgh,100573
291,292,Lynn Gordon,21.0,female,90.0,,Johnsonchester,henry44@craig.com,1974-10-28 00:11:00,python,110,inactive,0.0,excellent,105.0,2022-11-23 00:00:00,"Port Karenborough 15-kv, dom 2, Tashkent","the, production",,,,,,,,,,,,Tashkent,Port,
292,293,,,male,59.0,+1-521-756-7290,North Vanessaberg,,2020-06-02 06:08:23,data science,100,inactive,,average,114.0,2009-08-04 00:00:00,"West Josephville 28-kv, dom 45, Tashkent","floor, notice",2.0,3.0,5.0,"sign, throughout",2.0,486.0,1054.0,Lenovo,2017.0,Xiaomi,2018.0,Tashkent,West,
293,294,Wendy Dunn,20.0,female,,,Stewarttown,rubencunningham@hotmail.com,1986-05-29 00:00:00,ds,100,active,4.5,good,176.0,2022-09-16 05:31:23,UZ 100431 Tashkent Garciafort,"make, area",1.0,3.0,5.0,"produce, page",3.0,1047.0,811.0,Dell,2021.0,Apple,2020.0,Tashkent,Garciafort,100431
294,295,Elizabeth Nelson,20.0,female,84.0,,West Kenneth,,1986-11-02 00:00:00,python,110,inactive,0.0,excellent,151.0,2010-07-21 00:00:00,"Apartment 31, Lake Karen district, Tashkent, UZ, 100697",,,,,,,,,,,,,Tashkent,Lake Karen,100697
295,296,,19.0,female,90.0,,East Robinstad,,2020-11-24 23:10:21,python,100,pending,4.5,,284.0,1980-03-07 15:28:05,"36436 Gamble Freeway Suite 098, Jeanstad","anything, long",5.0,1.0,3.0,"field, fast",2.0,1303.0,1219.0,Lenovo,2021.0,Apple,2024.0,Jeanstad,,
296,297,Tiffany Reyes,18.0,male,91.0,+1-899-991-8816,South Pamela,sanchezkevin@yahoo.com,1975-09-06 21:44:00,python,110,inactive,3.7,good,111.0,,"BROKEN,ADDRESS,DATA,,,","half, wind",5.0,1.0,3.0,"create, word",3.0,524.0,1494.0,Dell,2023.0,Apple,2019.0,,,
297,298,,18.0,male,78.0,,Port Hayleyport,,2019-06-20 00:00:00,data science,76,active,,good,219.0,,"5327 Anthony Rest, Russellfort","into, office",,,,,,,,,,,,Russellfort,,
298,299,Vincent Collins,18.0,male,90.0,,West Jamie,melissa37@burnett.com,1999-03-25 00:00:00,python,100,pending,2.0,average,206.0,2023-03-16 09:08:26,"780 William Summit Apt. 320, Shawnstad","million, over",2.0,1.0,1.0,"stop, enough",5.0,1419.0,1065.0,Dell,2023.0,Samsung,2024.0,Shawnstad,,
299,300,Jared Mckinney,18.0,,,,Jacksonbury,elizabeth02@hotmail.com,,data science,102,inactive,,,258.0,,"Apartment 19, North Teresaberg district, Tashkent, UZ, 100009","finish, age",3.0,1.0,4.0,"win, fall",4.0,1342.0,1266.0,HP,2017.0,Samsung,2021.0,Tashkent,North Teresaberg,100009
